Sex,Race/Ethnicity,Age,Stage at Diagnosis,Rate Type,Year,"Age-adjusted (AA) Rate per 100,000"
Both Sexes,White (includes Hispanic),All Ages,All Stages,Observed Rates,2014,456.2215
Both Sexes,White (includes Hispanic),All Ages,All Stages,Observed Rates,2015,455.9961
Both Sexes,White (includes Hispanic),All Ages,All Stages,Observed Rates,2016,450.3741
Both Sexes,White (includes Hispanic),All Ages,All Stages,Observed Rates,2017,440.8026
Both Sexes,White (includes Hispanic),Ages < 50,All Stages,Observed Rates,2000,98.8618
Both Sexes,White (includes Hispanic),Ages < 50,All Stages,Observed Rates,2001,100.1572
Both Sexes,White (includes Hispanic),Ages < 50,All Stages,Observed Rates,2002,99.4415
Both Sexes,White (includes Hispanic),Ages < 50,All Stages,Observed Rates,2003,99.9816
Both Sexes,White (includes Hispanic),Ages < 50,All Stages,Observed Rates,2004,102.1899
Both Sexes,White (includes Hispanic),Ages < 50,All Stages,Observed Rates,2005,103.7819
Both Sexes,White (includes Hispanic),Ages < 50,All Stages,Observed Rates,2006,104.4422
Both Sexes,White (includes Hispanic),Ages < 50,All Stages,Observed Rates,2007,105.3572
Both Sexes,White (includes Hispanic),Ages < 50,All Stages,Observed Rates,2008,107.9098
Both Sexes,White (includes Hispanic),Ages < 50,All Stages,Observed Rates,2009,107.6213
Both Sexes,White (includes Hispanic),Ages < 50,All Stages,Observed Rates,2010,105.3099
Both Sexes,White (includes Hispanic),Ages < 50,All Stages,Observed Rates,2011,106.203
Both Sexes,White (includes Hispanic),Ages < 50,All Stages,Observed Rates,2012,106.3689
Both Sexes,White (includes Hispanic),Ages < 50,All Stages,Observed Rates,2013,105.2937
Both Sexes,White (includes Hispanic),Ages < 50,All Stages,Observed Rates,2014,106.8239
Both Sexes,White (includes Hispanic),Ages < 50,All Stages,Observed Rates,2015,107.7808
Both Sexes,White (includes Hispanic),Ages < 50,All Stages,Observed Rates,2016,105.7926
Both Sexes,White (includes Hispanic),Ages < 50,All Stages,Observed Rates,2017,104.5341
Both Sexes,White (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2000,907.5778
Both Sexes,White (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2001,909.7028
Both Sexes,White (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2002,904.4768
Both Sexes,White (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2003,868.0713
Both Sexes,White (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2004,866.9121
Both Sexes,White (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2005,860.8548
Both Sexes,White (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2006,877.7759
Both Sexes,White (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2007,888.0073
Both Sexes,White (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2008,875.4123
Both Sexes,White (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2009,869.4329
Both Sexes,White (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2010,839.3503
Both Sexes,White (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2011,840.541
Both Sexes,White (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2012,815.7703
Both Sexes,White (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2013,808.3516
Both Sexes,White (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2014,813.2731
Both Sexes,White (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2015,812.2265
Both Sexes,White (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2016,804.9887
Both Sexes,White (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2017,787.3437
Both Sexes,White (includes Hispanic),Ages 65+,All Stages,Observed Rates,2000,2305.0552
Both Sexes,White (includes Hispanic),Ages 65+,All Stages,Observed Rates,2001,2304.9566
Both Sexes,White (includes Hispanic),Ages 65+,All Stages,Observed Rates,2002,2295.7759
Both Sexes,White (includes Hispanic),Ages 65+,All Stages,Observed Rates,2003,2232.807
Both Sexes,White (includes Hispanic),Ages 65+,All Stages,Observed Rates,2004,2233.3896
Both Sexes,White (includes Hispanic),Ages 65+,All Stages,Observed Rates,2005,2227.0324
Both Sexes,White (includes Hispanic),Ages 65+,All Stages,Observed Rates,2006,2253.494
Both Sexes,White (includes Hispanic),Ages 65+,All Stages,Observed Rates,2007,2268.644
Both Sexes,White (includes Hispanic),Ages 65+,All Stages,Observed Rates,2008,2240.1992
Both Sexes,White (includes Hispanic),Ages 65+,All Stages,Observed Rates,2009,2214.3038
Both Sexes,White (includes Hispanic),Ages 65+,All Stages,Observed Rates,2010,2155.7277
Both Sexes,White (includes Hispanic),Ages 65+,All Stages,Observed Rates,2011,2143.78
Both Sexes,White (includes Hispanic),Ages 65+,All Stages,Observed Rates,2012,2078.517
Both Sexes,White (includes Hispanic),Ages 65+,All Stages,Observed Rates,2013,2060.4078
Both Sexes,White (includes Hispanic),Ages 65+,All Stages,Observed Rates,2014,2033.1165
Both Sexes,White (includes Hispanic),Ages 65+,All Stages,Observed Rates,2015,2027.0965
Both Sexes,White (includes Hispanic),Ages 65+,All Stages,Observed Rates,2016,2002.5848
Both Sexes,White (includes Hispanic),Ages 65+,All Stages,Observed Rates,2017,1954.995
Both Sexes,White (includes Hispanic),Ages <15,All Stages,Observed Rates,2000,16.4182
Both Sexes,White (includes Hispanic),Ages <15,All Stages,Observed Rates,2001,16.9437
Both Sexes,White (includes Hispanic),Ages <15,All Stages,Observed Rates,2002,16.4953
Both Sexes,White (includes Hispanic),Ages <15,All Stages,Observed Rates,2003,15.6241
Both Sexes,White (includes Hispanic),Ages <15,All Stages,Observed Rates,2004,16.5561
Both Sexes,White (includes Hispanic),Ages <15,All Stages,Observed Rates,2005,16.5942
Both Sexes,White (includes Hispanic),Ages <15,All Stages,Observed Rates,2006,16.5992
Both Sexes,White (includes Hispanic),Ages <15,All Stages,Observed Rates,2007,17.4864
Both Sexes,White (includes Hispanic),Ages <15,All Stages,Observed Rates,2008,17.099
Both Sexes,White (includes Hispanic),Ages <15,All Stages,Observed Rates,2009,17.6134
Both Sexes,White (includes Hispanic),Ages <15,All Stages,Observed Rates,2010,17.6986
Both Sexes,White (includes Hispanic),Ages <15,All Stages,Observed Rates,2011,17.4471
Both Sexes,White (includes Hispanic),Ages <15,All Stages,Observed Rates,2012,16.7701
Both Sexes,White (includes Hispanic),Ages <15,All Stages,Observed Rates,2013,17.4379
Both Sexes,White (includes Hispanic),Ages <15,All Stages,Observed Rates,2014,17.9296
Both Sexes,White (includes Hispanic),Ages <15,All Stages,Observed Rates,2015,18.5055
Both Sexes,White (includes Hispanic),Ages <15,All Stages,Observed Rates,2016,17.4316
Both Sexes,White (includes Hispanic),Ages <15,All Stages,Observed Rates,2017,16.8856
Both Sexes,White (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2000,69.0048
Both Sexes,White (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2001,70.3578
Both Sexes,White (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2002,70.5917
Both Sexes,White (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2003,70.7428
Both Sexes,White (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2004,72.3726
Both Sexes,White (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2005,74.5948
Both Sexes,White (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2006,73.4426
Both Sexes,White (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2007,75.2695
Both Sexes,White (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2008,77.8524
Both Sexes,White (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2009,76.9664
Both Sexes,White (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2010,76.2664
Both Sexes,White (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2011,77.4025
Both Sexes,White (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2012,78.6349
Both Sexes,White (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2013,77.6044
Both Sexes,White (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2014,79.8431
Both Sexes,White (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2015,81.3219
Both Sexes,White (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2016,80.8739
Both Sexes,White (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2017,78.0889
Both Sexes,White (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2000,591.0043
Both Sexes,White (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2001,593.1856
Both Sexes,White (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2002,588.9465
Both Sexes,White (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2003,572.7082
Both Sexes,White (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2004,574.8324
Both Sexes,White (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2005,573.0116
Both Sexes,White (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2006,584.2752
Both Sexes,White (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2007,588.7414
Both Sexes,White (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2008,585.8615
Both Sexes,White (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2009,582.8958
Both Sexes,White (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2010,563.3065
Both Sexes,White (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2011,564.8712
Both Sexes,White (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2012,552.0827
Both Sexes,White (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2013,546.594
Both Sexes,White (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2014,549.7037
Both Sexes,White (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2015,549.3315
Both Sexes,White (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2016,542.3085
Both Sexes,White (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2017,534.2443
Both Sexes,White (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2000,2106.1708
Both Sexes,White (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2001,2104.7976
Both Sexes,White (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2002,2083.7816
Both Sexes,White (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2003,2011.0456
Both Sexes,White (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2004,1998.8354
Both Sexes,White (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2005,1986.1116
Both Sexes,White (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2006,2029.7066
Both Sexes,White (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2007,2057.621
Both Sexes,White (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2008,2016.123
Both Sexes,White (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2009,1994.7448
Both Sexes,White (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2010,1944.1309
Both Sexes,White (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2011,1937.9083
Both Sexes,White (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2012,1857.8876
Both Sexes,White (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2013,1836.8169
Both Sexes,White (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2014,1795.0613
Both Sexes,White (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2015,1800.683
Both Sexes,White (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2016,1781.957
Both Sexes,White (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2017,1754.0676
Both Sexes,White (includes Hispanic),Ages 75+,All Stages,Observed Rates,2000,2522.6779
Both Sexes,White (includes Hispanic),Ages 75+,All Stages,Observed Rates,2001,2523.974
Both Sexes,White (includes Hispanic),Ages 75+,All Stages,Observed Rates,2002,2527.7437
Both Sexes,White (includes Hispanic),Ages 75+,All Stages,Observed Rates,2003,2475.462
Both Sexes,White (includes Hispanic),Ages 75+,All Stages,Observed Rates,2004,2490.0428
Both Sexes,White (includes Hispanic),Ages 75+,All Stages,Observed Rates,2005,2490.652
Both Sexes,White (includes Hispanic),Ages 75+,All Stages,Observed Rates,2006,2498.3659
Both Sexes,White (includes Hispanic),Ages 75+,All Stages,Observed Rates,2007,2499.5489
Both Sexes,White (includes Hispanic),Ages 75+,All Stages,Observed Rates,2008,2485.3872
Both Sexes,White (includes Hispanic),Ages 75+,All Stages,Observed Rates,2009,2454.549
Both Sexes,White (includes Hispanic),Ages 75+,All Stages,Observed Rates,2010,2387.2605
Both Sexes,White (includes Hispanic),Ages 75+,All Stages,Observed Rates,2011,2369.0484
Both Sexes,White (includes Hispanic),Ages 75+,All Stages,Observed Rates,2012,2319.9334
Both Sexes,White (includes Hispanic),Ages 75+,All Stages,Observed Rates,2013,2305.0648
Both Sexes,White (includes Hispanic),Ages 75+,All Stages,Observed Rates,2014,2293.6005
Both Sexes,White (includes Hispanic),Ages 75+,All Stages,Observed Rates,2015,2274.8419
Both Sexes,White (includes Hispanic),Ages 75+,All Stages,Observed Rates,2016,2243.9995
Both Sexes,White (includes Hispanic),Ages 75+,All Stages,Observed Rates,2017,2174.8531
Both Sexes,White (includes Hispanic),Ages < 20,All Stages,Observed Rates,2000,17.9236
Both Sexes,White (includes Hispanic),Ages < 20,All Stages,Observed Rates,2001,18.4513
Both Sexes,White (includes Hispanic),Ages < 20,All Stages,Observed Rates,2002,18.3962
Both Sexes,White (includes Hispanic),Ages < 20,All Stages,Observed Rates,2003,17.3831
Both Sexes,White (includes Hispanic),Ages < 20,All Stages,Observed Rates,2004,18.4315
Both Sexes,White (includes Hispanic),Ages < 20,All Stages,Observed Rates,2005,18.395
Both Sexes,White (includes Hispanic),Ages < 20,All Stages,Observed Rates,2006,18.286
Both Sexes,White (includes Hispanic),Ages < 20,All Stages,Observed Rates,2007,19.0581
Both Sexes,White (includes Hispanic),Ages < 20,All Stages,Observed Rates,2008,18.9133
Both Sexes,White (includes Hispanic),Ages < 20,All Stages,Observed Rates,2009,19.4681
Both Sexes,White (includes Hispanic),Ages < 20,All Stages,Observed Rates,2010,19.1685
Both Sexes,White (includes Hispanic),Ages < 20,All Stages,Observed Rates,2011,19.4958
Both Sexes,White (includes Hispanic),Ages < 20,All Stages,Observed Rates,2012,19.1542
Both Sexes,White (includes Hispanic),Ages < 20,All Stages,Observed Rates,2013,19.2102
Both Sexes,White (includes Hispanic),Ages < 20,All Stages,Observed Rates,2014,19.8457
Both Sexes,White (includes Hispanic),Ages < 20,All Stages,Observed Rates,2015,20.7448
Both Sexes,White (includes Hispanic),Ages < 20,All Stages,Observed Rates,2016,19.891
Both Sexes,White (includes Hispanic),Ages < 20,All Stages,Observed Rates,2017,19.0219
Female,All Races (includes Hispanic),All Ages,All Stages,Observed Rates,2000,427.065
Female,All Races (includes Hispanic),All Ages,All Stages,Observed Rates,2001,427.3215
Female,All Races (includes Hispanic),All Ages,All Stages,Observed Rates,2002,424.6018
Female,All Races (includes Hispanic),All Ages,All Stages,Observed Rates,2003,417.2366
Female,All Races (includes Hispanic),All Ages,All Stages,Observed Rates,2004,419.3335
Female,All Races (includes Hispanic),All Ages,All Stages,Observed Rates,2005,419.5467
Female,All Races (includes Hispanic),All Ages,All Stages,Observed Rates,2006,421.3778
Female,All Races (includes Hispanic),All Ages,All Stages,Observed Rates,2007,424.5747
Female,All Races (includes Hispanic),All Ages,All Stages,Observed Rates,2008,428.2833
Female,All Races (includes Hispanic),All Ages,All Stages,Observed Rates,2009,428.4182
Female,All Races (includes Hispanic),All Ages,All Stages,Observed Rates,2010,417.9032
Female,All Races (includes Hispanic),All Ages,All Stages,Observed Rates,2011,420.0157
Female,All Races (includes Hispanic),All Ages,All Stages,Observed Rates,2012,420.1729
Female,All Races (includes Hispanic),All Ages,All Stages,Observed Rates,2013,419.6863
Female,All Races (includes Hispanic),All Ages,All Stages,Observed Rates,2014,421.5098
Female,All Races (includes Hispanic),All Ages,All Stages,Observed Rates,2015,423.1173
Female,All Races (includes Hispanic),All Ages,All Stages,Observed Rates,2016,416.6614
Female,All Races (includes Hispanic),All Ages,All Stages,Observed Rates,2017,411.052
Female,All Races (includes Hispanic),Ages < 50,All Stages,Observed Rates,2000,116.2675
Female,All Races (includes Hispanic),Ages < 50,All Stages,Observed Rates,2001,117.6836
Female,All Races (includes Hispanic),Ages < 50,All Stages,Observed Rates,2002,116.9204
Female,All Races (includes Hispanic),Ages < 50,All Stages,Observed Rates,2003,118.3165
Female,All Races (includes Hispanic),Ages < 50,All Stages,Observed Rates,2004,120.7154
Female,All Races (includes Hispanic),Ages < 50,All Stages,Observed Rates,2005,121.8911
Female,All Races (includes Hispanic),Ages < 50,All Stages,Observed Rates,2006,123.1537
Female,All Races (includes Hispanic),Ages < 50,All Stages,Observed Rates,2007,124.3917
Female,All Races (includes Hispanic),Ages < 50,All Stages,Observed Rates,2008,126.8861
Female,All Races (includes Hispanic),Ages < 50,All Stages,Observed Rates,2009,128.1596
Female,All Races (includes Hispanic),Ages < 50,All Stages,Observed Rates,2010,124.7545
Female,All Races (includes Hispanic),Ages < 50,All Stages,Observed Rates,2011,127.3893
Female,All Races (includes Hispanic),Ages < 50,All Stages,Observed Rates,2012,127.9108
Female,All Races (includes Hispanic),Ages < 50,All Stages,Observed Rates,2013,128.2177
Female,All Races (includes Hispanic),Ages < 50,All Stages,Observed Rates,2014,130.638
Female,All Races (includes Hispanic),Ages < 50,All Stages,Observed Rates,2015,132.4939
Female,All Races (includes Hispanic),Ages < 50,All Stages,Observed Rates,2016,129.8793
Female,All Races (includes Hispanic),Ages < 50,All Stages,Observed Rates,2017,129.3496
Female,All Races (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2000,812.9393
Female,All Races (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2001,812.6488
Female,All Races (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2002,804.5262
Female,All Races (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2003,777.2353
Female,All Races (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2004,774.1525
Female,All Races (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2005,770.8777
Female,All Races (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2006,774.6012
Female,All Races (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2007,780.5939
Female,All Races (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2008,783.7478
Female,All Races (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2009,782.5099
Female,All Races (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2010,762.3844
Female,All Races (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2011,766.1321
Female,All Races (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2012,772.13
Female,All Races (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2013,772.9616
Female,All Races (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2014,786.7664
Female,All Races (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2015,791.2242
Female,All Races (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2016,781.6584
Female,All Races (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2017,773.1545
Female,All Races (includes Hispanic),Ages 65+,All Stages,Observed Rates,2000,1748.7447
Female,All Races (includes Hispanic),Ages 65+,All Stages,Observed Rates,2001,1743.0101
Female,All Races (includes Hispanic),Ages 65+,All Stages,Observed Rates,2002,1735.499
Female,All Races (includes Hispanic),Ages 65+,All Stages,Observed Rates,2003,1701.6127
